Order_ID,Order_Date,Store_Name,City,State,Category,Sub_Category,Product_Name,Quantity_Sold,Unit_Price,Sales,Cost,Profit,Customer_Type,Payment_Mode
ORD002690,11-01-2025,D-Mart Mumbai Mulund,Mumbai,Maharashtra,Personal Care,Bath & Body,Lux Body Wash 250ml,3,204.46,613.38,477.82,135.56,New,UPI
ORD002691,28-11-2025,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Grocery,Rice & Pulses,Toor Dal 1kg,5,152.91,764.55,629.71,134.84,Regular,Cash
ORD002692,03-11-2024,D-Mart Hyderabad Kukatpally,Hyderabad,Telangana,Grocery,Edible Oil,Saffola Gold Oil 1L,2,151.62,303.24,275.5,27.74,Regular,Cash
ORD002693,01-11-2025,D-Mart Hyderabad Kukatpally,Hyderabad,Telangana,Grocery,Tea & Coffee,Tata Tea Gold 1kg,11,511.79,5629.69,4688.84,940.85,New,Cash
ORD002694,22-12-2025,D-Mart Hyderabad Dilsukhnagar,Hyderabad,Telangana,Personal Care,Oral Care,Colgate Strong Teeth 200g,2,100.68,201.36,166.41,34.95,Regular,UPI
ORD002695,01-11-2025,D-Mart Delhi Lajpat Nagar,Delhi,Delhi,Electronics,Personal Electronics,Boat Smartwatch,1,2308.06,2308.06,1721.76,586.3,Regular,UPI
ORD002696,05-06-2024,D-Mart Indore Vijay Nagar,Indore,Madhya Pradesh,Personal Care,Skin Care,Nivea Body Lotion 400ml,5,370.49,1852.45,1464.81,387.64,New,Card
ORD002697,11-10-2025,D-Mart Indore Rajwada,Indore,Madhya Pradesh,Household,Cleaning Supplies,Vim Dishwash Bar Pack of 3,3,69.72,209.16,177.56,31.6,Regular,Card
ORD002698,01-02-2024,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Household,Home Decor,Wall Clock,5,354.8,1774,1169.76,604.24,Regular,UPI
ORD002699,07-11-2024,D-Mart Delhi Rohini,Delhi,Delhi,Personal Care,Oral Care,Oral-B Toothbrush Pack of 2,1,114.4,114.4,91.51,22.89,Regular,UPI
ORD002700,30-10-2025,D-Mart Hyderabad Dilsukhnagar,Hyderabad,Telangana,Household,Storage & Organizers,Wardrobe Organizer Set,2,551.83,1103.66,832.88,270.78,Regular,UPI
ORD002701,28-06-2025,D-Mart Delhi Rohini,Delhi,Delhi,Electronics,Home Appliances,Crompton Table Fan,2,1425.63,2851.26,2321.33,529.93,New,UPI
ORD002702,01-02-2025,D-Mart Ahmedabad Satellite,Ahmedabad,Gujarat,Household,Kitchenware,Tupperware Storage Set,2,872.63,1745.26,1375.98,369.28,Regular,Card
ORD002703,05-11-2024,D-Mart Lucknow Gomti Nagar,Lucknow,Uttar Pradesh,Grocery,Edible Oil,Saffola Gold Oil 1L,10,153.43,1534.3,1371.75,162.55,New,UPI
ORD002704,08-10-2025,D-Mart Indore Vijay Nagar,Indore,Madhya Pradesh,Electronics,Home Appliances,Bajaj Room Heater,3,1690.04,5070.12,4153.42,916.7,New,UPI
ORD002705,18-07-2025,D-Mart Indore Vijay Nagar,Indore,Madhya Pradesh,Personal Care,Hair Care,Parachute Hair Oil 500ml,4,216.27,865.08,734.23,130.85,Regular,Cash
ORD002706,09-12-2024,D-Mart Jaipur Malviya Nagar,Jaipur,Rajasthan,Grocery,Snacks & Namkeen,Haldiram Bhujia 400g,7,96.16,673.12,537.28,135.84,New,Card
ORD002707,07-11-2025,D-Mart Delhi Rohini,Delhi,Delhi,Grocery,Edible Oil,Fortune Sunflower Oil 1L,4,147.58,590.32,529.97,60.35,New,UPI
ORD002708,05-08-2024,D-Mart Pune Wakad,Pune,Maharashtra,Fashion,Men's Wear,Men's Denim Jeans,1,1481.14,1481.14,1052.79,428.35,Regular,Cash
ORD002709,09-06-2024,D-Mart Pune Wakad,Pune,Maharashtra,Grocery,Beverages,Frooti 1L,3,63.94,191.82,167.52,24.3,Regular,Card
ORD002710,14-05-2025,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Grocery,Beverages,Frooti 1L,4,65.18,260.72,210.5,50.22,Regular,UPI
ORD002711,12-12-2025,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Grocery,Snacks & Namkeen,Haldiram Bhujia 400g,7,100.07,700.49,540.08,160.41,Regular,UPI
ORD002712,20-08-2024,D-Mart Lucknow Gomti Nagar,Lucknow,Uttar Pradesh,Personal Care,Bath & Body,Lux Body Wash 250ml,2,194.4,388.8,302.85,85.95,New,UPI
ORD002713,22-08-2024,D-Mart Hyderabad Dilsukhnagar,Hyderabad,Telangana,Grocery,Spices,Everest Turmeric Powder 200g,7,56.03,392.21,308.47,83.74,Regular,UPI
ORD002714,10-05-2024,D-Mart Hyderabad Dilsukhnagar,Hyderabad,Telangana,Electronics,Kitchen Appliances,Prestige Mixer Grinder 750W,1,2888.37,2888.37,2313.17,575.2,Regular,UPI
ORD002715,26-10-2025,D-Mart Mumbai Mulund,Mumbai,Maharashtra,Fashion,Women's Wear,Women's Kurti,1,789.07,789.07,523.76,265.31,Regular,Card
ORD002716,02-08-2024,D-Mart Pune Hadapsar,Pune,Maharashtra,Household,Storage & Organizers,Wardrobe Organizer Set,2,450.58,901.16,625.29,275.87,Regular,UPI
ORD002717,03-01-2025,D-Mart Delhi Rohini,Delhi,Delhi,Personal Care,Bath & Body,Dettol Soap Pack of 4,1,175.71,175.71,145.71,30,Regular,UPI
ORD002718,25-12-2025,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Household,Home Decor,Wall Clock,5,485.6,2428,1712.81,715.19,Regular,Card
ORD002719,13-01-2024,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Personal Care,Oral Care,Colgate Strong Teeth 200g,1,98.58,98.58,82.54,16.04,New,Card
ORD002720,24-02-2025,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Grocery,Beverages,Coca-Cola 1.25L,8,83.33,666.64,574.17,92.47,New,Cash
ORD002721,12-01-2025,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Grocery,Rice & Pulses,Moong Dal 1kg,5,132.25,661.25,553.82,107.43,Regular,UPI
ORD002722,06-10-2025,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Household,Storage & Organizers,Wardrobe Organizer Set,1,534.54,534.54,384.4,150.14,New,UPI
ORD002723,24-10-2024,D-Mart Jaipur Vaishali Nagar,Jaipur,Rajasthan,Personal Care,Oral Care,Oral-B Toothbrush Pack of 2,1,117.37,117.37,95.06,22.31,New,UPI
ORD002724,14-11-2024,D-Mart Jaipur Vaishali Nagar,Jaipur,Rajasthan,Grocery,Beverages,Coca-Cola 1.25L,9,82.44,741.96,645.09,96.87,Regular,UPI
ORD002725,07-06-2024,D-Mart Delhi Lajpat Nagar,Delhi,Delhi,Grocery,Beverages,Frooti 1L,8,60.3,482.4,409.1,73.3,Regular,Cash
ORD002726,15-08-2025,D-Mart Mumbai Borivali,Mumbai,Maharashtra,Grocery,Rice & Pulses,India Gate Basmati Rice 5kg,7,500.52,3503.64,2998.43,505.21,New,Cash
ORD002727,24-09-2025,D-Mart Lucknow Gomti Nagar,Lucknow,Uttar Pradesh,Grocery,Spices,Everest Turmeric Powder 200g,4,65.45,261.8,211.45,50.35,Regular,UPI
ORD002728,07-05-2024,D-Mart Pune Kothrud,Pune,Maharashtra,Grocery,Atta & Flour,Fortune Chakki Atta 10kg,1,468.39,468.39,418.57,49.82,Regular,UPI
ORD002729,07-11-2024,D-Mart Pune Hadapsar,Pune,Maharashtra,Grocery,Beverages,Frooti 1L,6,71.69,430.14,368.89,61.25,Regular,UPI
ORD002730,07-11-2025,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Household,Home Decor,Wall Clock,1,587.27,587.27,388.43,198.84,Regular,Card
ORD002731,03-01-2024,D-Mart Mumbai Borivali,Mumbai,Maharashtra,Grocery,Tea & Coffee,Tata Tea Gold 1kg,5,475.41,2377.05,1999.7,377.35,Regular,UPI
ORD002732,03-10-2024,D-Mart Indore Rajwada,Indore,Madhya Pradesh,Fashion,Women's Wear,Women's Saree,2,1983.72,3967.44,2703.91,1263.53,Regular,Cash
ORD002733,23-02-2025,D-Mart Jaipur Vaishali Nagar,Jaipur,Rajasthan,Grocery,Atta & Flour,Aashirvaad Atta 5kg,7,246.01,1722.07,1552.41,169.66,Regular,Card
ORD002734,16-10-2024,D-Mart Delhi Lajpat Nagar,Delhi,Delhi,Grocery,Atta & Flour,Patanjali Multigrain Atta 5kg,11,266.45,2930.95,2524.21,406.74,New,Cash
ORD002735,11-09-2024,D-Mart Jaipur Tonk Road,Jaipur,Rajasthan,Grocery,Edible Oil,Saffola Gold Oil 1L,8,164.06,1312.48,1169.99,142.49,Regular,Cash
ORD002736,04-12-2024,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Personal Care,Oral Care,Colgate Strong Teeth 200g,2,100.93,201.86,173.38,28.48,New,UPI
ORD002737,20-06-2024,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Household,Kitchenware,Tupperware Storage Set,1,650.5,650.5,488.22,162.28,Regular,Card
ORD002738,29-01-2025,D-Mart Jaipur Tonk Road,Jaipur,Rajasthan,Personal Care,Oral Care,Colgate Strong Teeth 200g,5,115.97,579.85,489.43,90.42,Regular,UPI
ORD002739,15-07-2025,D-Mart Mumbai Borivali,Mumbai,Maharashtra,Grocery,Beverages,Coca-Cola 1.25L,6,70.37,422.22,355.81,66.41,Regular,Card
ORD002740,12-03-2025,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Electronics,Kitchen Appliances,Bajaj Induction Cooktop,2,2260.59,4521.18,3537.73,983.45,Regular,Cash
ORD002741,27-03-2024,D-Mart Jaipur Tonk Road,Jaipur,Rajasthan,Grocery,Rice & Pulses,Moong Dal 1kg,1,133.41,133.41,113.58,19.83,Regular,Cash
ORD002742,20-10-2025,D-Mart Ahmedabad Satellite,Ahmedabad,Gujarat,Grocery,Spices,Everest Turmeric Powder 200g,6,66.03,396.18,318.45,77.73,Regular,Card
ORD002743,14-06-2024,D-Mart Ahmedabad Satellite,Ahmedabad,Gujarat,Grocery,Atta & Flour,Patanjali Multigrain Atta 5kg,6,258.31,1549.86,1343.3,206.56,New,Cash
ORD002744,05-09-2025,D-Mart Indore Rajwada,Indore,Madhya Pradesh,Electronics,Home Appliances,Crompton Table Fan,2,1247.3,2494.6,2004.44,490.16,Regular,UPI
ORD002745,26-10-2024,D-Mart Ahmedabad Satellite,Ahmedabad,Gujarat,Fashion,Men's Wear,Men's Cotton Casual Shirt,1,658.43,658.43,435.88,222.55,Regular,Card
ORD002746,22-09-2025,D-Mart Hyderabad Kukatpally,Hyderabad,Telangana,Household,Home Decor,Wall Clock,5,410.58,2052.9,1361.8,691.1,Regular,Card
ORD002747,14-07-2024,D-Mart Delhi Rohini,Delhi,Delhi,Grocery,Edible Oil,Fortune Sunflower Oil 1L,4,147.94,591.76,533.58,58.18,New,UPI
ORD002748,25-06-2024,D-Mart Ahmedabad Satellite,Ahmedabad,Gujarat,Grocery,Edible Oil,Saffola Gold Oil 1L,2,157.73,315.46,282.05,33.41,Regular,Card
ORD002749,29-12-2024,D-Mart Lucknow Gomti Nagar,Lucknow,Uttar Pradesh,Grocery,Atta & Flour,Fortune Chakki Atta 10kg,6,453.35,2720.1,2423.32,296.78,Regular,UPI
ORD002750,02-02-2024,D-Mart Jaipur Vaishali Nagar,Jaipur,Rajasthan,Grocery,Rice & Pulses,Moong Dal 1kg,2,147.01,294.02,253.23,40.79,Regular,Card
ORD002751,01-08-2024,D-Mart Hyderabad Dilsukhnagar,Hyderabad,Telangana,Grocery,Spices,MDH Garam Masala 100g,5,88.02,440.1,359.38,80.72,New,UPI
ORD002752,01-08-2025,D-Mart Pune Kothrud,Pune,Maharashtra,Grocery,Rice & Pulses,Moong Dal 1kg,3,136.42,409.26,352.4,56.86,Regular,UPI
ORD002753,18-10-2025,D-Mart Pune Kothrud,Pune,Maharashtra,Grocery,Atta & Flour,Aashirvaad Atta 5kg,11,238.24,2620.64,2190.23,430.41,Regular,Cash
ORD002754,17-03-2024,D-Mart Hyderabad Kukatpally,Hyderabad,Telangana,Grocery,Spices,Everest Turmeric Powder 200g,6,66.9,401.4,311.97,89.43,Regular,Cash
ORD002755,03-11-2025,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Fashion,Footwear,Women's Sandals,1,958.61,958.61,676.81,281.8,Regular,UPI
ORD002756,03-10-2025,D-Mart Indore Vijay Nagar,Indore,Madhya Pradesh,Fashion,Women's Wear,Women's Saree,1,1333.03,1333.03,853.76,479.27,Regular,Card
ORD002757,30-10-2025,D-Mart Ahmedabad Satellite,Ahmedabad,Gujarat,Fashion,Men's Wear,Men's Cotton Casual Shirt,1,978.38,978.38,690.72,287.66,New,UPI
ORD002758,07-07-2025,D-Mart Indore Rajwada,Indore,Madhya Pradesh,Personal Care,Hair Care,Parachute Hair Oil 500ml,3,190.4,571.2,488.85,82.35,Regular,UPI
ORD002759,13-06-2025,D-Mart Pune Kothrud,Pune,Maharashtra,Fashion,Women's Wear,Women's Kurti,2,539.95,1079.9,694.95,384.95,Regular,Cash
ORD002760,25-01-2025,D-Mart Delhi Rohini,Delhi,Delhi,Grocery,Atta & Flour,Fortune Chakki Atta 10kg,6,426.34,2558.04,2214.42,343.62,Regular,UPI
ORD002761,24-05-2025,D-Mart Ahmedabad Satellite,Ahmedabad,Gujarat,Electronics,Mobile Accessories,Tempered Glass Screen Guard,2,231.87,463.74,313.99,149.75,New,UPI
ORD002762,17-11-2025,D-Mart Jaipur Malviya Nagar,Jaipur,Rajasthan,Grocery,Snacks & Namkeen,Haldiram Bhujia 400g,1,90.79,90.79,68.02,22.77,Regular,Card
ORD002763,02-04-2024,D-Mart Delhi Lajpat Nagar,Delhi,Delhi,Grocery,Snacks & Namkeen,Haldiram Bhujia 400g,7,104.48,731.36,580.81,150.55,Regular,UPI
ORD002764,09-10-2024,D-Mart Pune Kothrud,Pune,Maharashtra,Grocery,Rice & Pulses,India Gate Basmati Rice 5kg,1,504.08,504.08,419.95,84.13,New,Cash
ORD002765,10-03-2024,D-Mart Indore Rajwada,Indore,Madhya Pradesh,Grocery,Beverages,Coca-Cola 1.25L,6,79.47,476.82,417.77,59.05,Regular,Cash
ORD002766,27-11-2025,D-Mart Delhi Dwarka,Delhi,Delhi,Household,Home Decor,Wall Clock,6,572.47,3434.82,2419.23,1015.59,Regular,Card
ORD002767,27-11-2024,D-Mart Delhi Dwarka,Delhi,Delhi,Household,Storage & Organizers,Plastic Storage Box 20L,1,483.29,483.29,365.12,118.17,New,UPI
ORD002768,15-06-2025,D-Mart Jaipur Malviya Nagar,Jaipur,Rajasthan,Grocery,Snacks & Namkeen,Haldiram Bhujia 400g,2,91.37,182.74,141.66,41.08,Regular,UPI
ORD002769,19-10-2025,D-Mart Pune Kothrud,Pune,Maharashtra,Grocery,Edible Oil,Saffola Gold Oil 1L,6,155.76,934.56,826.77,107.79,Regular,Card
ORD002770,25-12-2025,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Personal Care,Bath & Body,Lux Body Wash 250ml,5,212.29,1061.45,847.44,214.01,New,Cash
ORD002771,01-06-2024,D-Mart Delhi Dwarka,Delhi,Delhi,Grocery,Beverages,Coca-Cola 1.25L,5,82.68,413.4,367.01,46.39,Regular,Cash
ORD002772,04-10-2025,D-Mart Pune Kothrud,Pune,Maharashtra,Household,Cleaning Supplies,Harpic Toilet Cleaner 1L,2,143.81,287.62,231.15,56.47,Regular,Card
ORD002773,05-11-2025,D-Mart Jaipur Tonk Road,Jaipur,Rajasthan,Fashion,Men's Wear,Men's Cotton Casual Shirt,3,878.99,2636.97,1748.21,888.76,New,UPI
ORD002774,17-02-2024,D-Mart Ahmedabad Satellite,Ahmedabad,Gujarat,Household,Cleaning Supplies,Surf Excel Detergent 1kg,3,159.71,479.13,391.33,87.8,New,UPI
ORD002775,26-08-2025,D-Mart Hyderabad Kukatpally,Hyderabad,Telangana,Grocery,Edible Oil,Saffola Gold Oil 1L,3,157.79,473.37,429.48,43.89,Regular,Cash
ORD002776,24-10-2024,D-Mart Ahmedabad Satellite,Ahmedabad,Gujarat,Fashion,Kids Wear,Kids T-Shirt,1,421.8,421.8,289.66,132.14,Regular,UPI
ORD002777,19-05-2025,D-Mart Pune Kothrud,Pune,Maharashtra,Personal Care,Skin Care,Nivea Body Lotion 400ml,2,331.62,663.24,526.21,137.03,Regular,Card
ORD002778,14-01-2025,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Personal Care,Skin Care,Nivea Body Lotion 400ml,5,342.69,1713.45,1363.88,349.57,New,UPI
ORD002779,30-08-2024,D-Mart Lucknow Gomti Nagar,Lucknow,Uttar Pradesh,Electronics,Home Appliances,Bajaj Room Heater,2,1650.31,3300.62,2658.73,641.89,New,Cash
ORD002780,06-05-2024,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Fashion,Men's Wear,Men's Denim Jeans,2,1363.21,2726.42,1712.02,1014.4,Regular,UPI
ORD002781,18-04-2024,D-Mart Lucknow Gomti Nagar,Lucknow,Uttar Pradesh,Fashion,Women's Wear,Women's Saree,3,1481.31,4443.93,2889.79,1554.14,Regular,UPI
ORD002782,05-04-2024,D-Mart Lucknow Alambagh,Lucknow,Uttar Pradesh,Household,Cleaning Supplies,Vim Dishwash Bar Pack of 3,2,69.97,139.94,114.52,25.42,Regular,UPI
ORD002783,09-05-2025,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Electronics,Mobile Accessories,Bluetooth Earphones,1,1314.41,1314.41,917.2,397.21,Regular,UPI
ORD002784,23-10-2024,D-Mart Mumbai Mulund,Mumbai,Maharashtra,Household,Cleaning Supplies,Harpic Toilet Cleaner 1L,5,134.29,671.45,536.55,134.9,New,Cash
ORD002785,24-07-2024,D-Mart Jaipur Tonk Road,Jaipur,Rajasthan,Grocery,Rice & Pulses,Moong Dal 1kg,8,124.44,995.52,892.88,102.64,New,UPI
ORD002786,30-06-2025,D-Mart Jaipur Malviya Nagar,Jaipur,Rajasthan,Fashion,Footwear,Women's Sandals,1,768.33,768.33,553.02,215.31,Regular,Cash
ORD002787,26-06-2025,D-Mart Indore Rajwada,Indore,Madhya Pradesh,Grocery,Tea & Coffee,Nescafe Classic Coffee 200g,4,296.44,1185.76,976.71,209.05,New,Card
ORD002788,07-02-2025,D-Mart Jaipur Tonk Road,Jaipur,Rajasthan,Fashion,Women's Wear,Women's Kurti,2,591.95,1183.9,716.26,467.64,Regular,UPI
ORD002789,23-11-2025,D-Mart Delhi Dwarka,Delhi,Delhi,Personal Care,Oral Care,Oral-B Toothbrush Pack of 2,5,95.32,476.6,395.8,80.8,New,Card
ORD002790,04-11-2024,D-Mart Hyderabad Dilsukhnagar,Hyderabad,Telangana,Grocery,Snacks & Namkeen,Haldiram Bhujia 400g,1,90.58,90.58,72.81,17.77,Regular,UPI
ORD002791,17-10-2025,D-Mart Ahmedabad Satellite,Ahmedabad,Gujarat,Fashion,Kids Wear,Kids Frock,4,600.74,2402.96,1584.39,818.57,New,UPI
ORD002792,12-03-2024,D-Mart Mumbai Borivali,Mumbai,Maharashtra,Grocery,Beverages,Frooti 1L,1,68.43,68.43,60.54,7.89,Regular,UPI
ORD002793,14-08-2025,D-Mart Pune Wakad,Pune,Maharashtra,Grocery,Snacks & Namkeen,Haldiram Bhujia 400g,4,93.23,372.92,295.84,77.08,New,UPI
ORD002794,23-12-2025,D-Mart Delhi Dwarka,Delhi,Delhi,Fashion,Kids Wear,Kids T-Shirt,2,420.24,840.48,572.12,268.36,Regular,UPI
ORD002795,21-10-2025,D-Mart Mumbai Borivali,Mumbai,Maharashtra,Grocery,Atta & Flour,Fortune Chakki Atta 10kg,3,450.39,1351.17,1128.84,222.33,Regular,Card
ORD002796,16-03-2025,D-Mart Mumbai Mulund,Mumbai,Maharashtra,Household,Storage & Organizers,Plastic Storage Box 20L,1,539.98,539.98,407.08,132.9,Regular,Cash
ORD002797,28-04-2025,D-Mart Mumbai Borivali,Mumbai,Maharashtra,Grocery,Atta & Flour,Patanjali Multigrain Atta 5kg,4,267.85,1071.4,947.7,123.7,Regular,UPI
ORD002798,23-10-2024,D-Mart Lucknow Alambagh,Lucknow,Uttar Pradesh,Grocery,Tea & Coffee,Nescafe Classic Coffee 200g,7,283.07,1981.49,1590.2,391.29,Regular,Card
ORD002799,19-06-2025,D-Mart Ahmedabad Satellite,Ahmedabad,Gujarat,Fashion,Kids Wear,Kids Frock,3,637.11,1911.33,1310.64,600.69,Regular,Cash
ORD002800,10-09-2025,D-Mart Indore Rajwada,Indore,Madhya Pradesh,Personal Care,Hair Care,Parachute Hair Oil 500ml,3,202.52,607.56,497.35,110.21,Regular,Card
ORD002801,30-12-2025,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Grocery,Rice & Pulses,India Gate Basmati Rice 5kg,6,483.58,2901.48,2516.59,384.89,Regular,Card
ORD002802,26-12-2024,D-Mart Jaipur Malviya Nagar,Jaipur,Rajasthan,Personal Care,Hair Care,Dove Shampoo 650ml,5,421.87,2109.35,1756.64,352.71,Regular,UPI
ORD002803,29-02-2024,D-Mart Jaipur Vaishali Nagar,Jaipur,Rajasthan,Personal Care,Hair Care,Dove Shampoo 650ml,1,436.29,436.29,344.17,92.12,New,UPI
ORD002804,30-03-2025,D-Mart Pune Hadapsar,Pune,Maharashtra,Electronics,Personal Electronics,Boat Smartwatch,2,2272.58,4545.16,3365.38,1179.78,New,Card
ORD002805,20-04-2024,D-Mart Pune Hadapsar,Pune,Maharashtra,Grocery,Beverages,Coca-Cola 1.25L,1,71.09,71.09,61.55,9.54,Regular,Cash
ORD002806,18-08-2024,D-Mart Hyderabad Dilsukhnagar,Hyderabad,Telangana,Grocery,Atta & Flour,Fortune Chakki Atta 10kg,6,433.04,2598.24,2223.41,374.83,Regular,Cash
ORD002807,14-10-2024,D-Mart Hyderabad Kukatpally,Hyderabad,Telangana,Grocery,Tea & Coffee,Tata Tea Gold 1kg,4,492.43,1969.72,1631.28,338.44,Regular,Cash
ORD002808,07-08-2025,D-Mart Hyderabad Kukatpally,Hyderabad,Telangana,Grocery,Spices,Everest Turmeric Powder 200g,7,65.15,456.05,370.88,85.17,New,UPI
ORD002809,22-06-2024,D-Mart Ahmedabad Satellite,Ahmedabad,Gujarat,Grocery,Snacks & Namkeen,Lays Classic 90g,6,20.8,124.8,99.53,25.27,Regular,UPI
ORD002810,05-06-2024,D-Mart Delhi Lajpat Nagar,Delhi,Delhi,Grocery,Spices,Everest Turmeric Powder 200g,7,63.86,447.02,356.44,90.58,New,Cash
ORD002811,13-02-2024,D-Mart Jaipur Malviya Nagar,Jaipur,Rajasthan,Household,Storage & Organizers,Plastic Storage Box 20L,2,507.17,1014.34,768.82,245.52,Regular,Card
ORD002812,31-10-2025,D-Mart Delhi Dwarka,Delhi,Delhi,Electronics,Home Appliances,Crompton Table Fan,1,1426.03,1426.03,1167.51,258.52,Regular,Card
ORD002813,02-07-2025,D-Mart Jaipur Tonk Road,Jaipur,Rajasthan,Household,Storage & Organizers,Wardrobe Organizer Set,3,458.91,1376.73,1045.47,331.26,New,Card
ORD002814,08-02-2024,D-Mart Jaipur Vaishali Nagar,Jaipur,Rajasthan,Grocery,Edible Oil,Saffola Gold Oil 1L,7,155.02,1085.14,977.43,107.71,New,UPI
ORD002815,28-01-2024,D-Mart Hyderabad Kukatpally,Hyderabad,Telangana,Grocery,Spices,MDH Garam Masala 100g,7,82.22,575.54,450.99,124.55,Regular,Cash
ORD002816,26-02-2025,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Grocery,Edible Oil,Saffola Gold Oil 1L,8,153.59,1228.72,1115.33,113.39,Regular,Cash
ORD002817,21-09-2024,D-Mart Delhi Rohini,Delhi,Delhi,Grocery,Rice & Pulses,India Gate Basmati Rice 5kg,8,528.93,4231.44,3628.88,602.56,Regular,UPI
ORD002818,30-03-2025,D-Mart Ahmedabad Maninagar,Ahmedabad,Gujarat,Grocery,Edible Oil,Fortune Sunflower Oil 1L,5,158.97,794.85,696.44,98.41,Regular,UPI
ORD002819,23-11-2024,D-Mart Pune Hadapsar,Pune,Maharashtra,Personal Care,Bath & Body,Lux Body Wash 250ml,6,218.98,1313.88,1068.97,244.91,New,Card
ORD002820,19-11-2025,D-Mart Delhi Lajpat Nagar,Delhi,Delhi,Household,Cleaning Supplies,Harpic Toilet Cleaner 1L,1,132.56,132.56,106.35,26.21,Regular,Card
ORD002821,26-09-2024,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Grocery,Snacks & Namkeen,Lays Classic 90g,8,22.95,183.6,157.77,25.83,Regular,UPI
ORD002822,18-06-2025,D-Mart Hyderabad Kukatpally,Hyderabad,Telangana,Grocery,Rice & Pulses,India Gate Basmati Rice 5kg,8,501.14,4009.12,3394.41,614.71,Regular,UPI
ORD002823,22-02-2024,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Grocery,Beverages,Frooti 1L,8,70.81,566.48,477.81,88.67,New,UPI
ORD002824,01-12-2025,D-Mart Hyderabad Kukatpally,Hyderabad,Telangana,Electronics,Home Appliances,Bajaj Room Heater,1,1435.41,1435.41,1152.18,283.23,New,UPI
ORD002825,18-12-2025,D-Mart Jaipur Malviya Nagar,Jaipur,Rajasthan,Personal Care,Skin Care,Ponds Cold Cream 200g,2,183.77,367.54,292.58,74.96,Regular,Cash
ORD002826,13-08-2025,D-Mart Ahmedabad Satellite,Ahmedabad,Gujarat,Grocery,Tea & Coffee,Nescafe Classic Coffee 200g,4,280.5,1122,915.08,206.92,Regular,Card
ORD002827,07-12-2024,D-Mart Mumbai Mulund,Mumbai,Maharashtra,Personal Care,Skin Care,Ponds Cold Cream 200g,1,216.85,216.85,178.33,38.52,New,UPI
ORD002828,27-07-2024,D-Mart Jaipur Malviya Nagar,Jaipur,Rajasthan,Grocery,Rice & Pulses,India Gate Basmati Rice 5kg,8,546.78,4374.24,3569.58,804.66,Regular,Card
ORD002829,08-10-2025,D-Mart Delhi Lajpat Nagar,Delhi,Delhi,Household,Storage & Organizers,Plastic Storage Box 20L,3,564.8,1694.4,1189.92,504.48,Regular,Card
ORD002830,11-08-2025,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Grocery,Spices,Everest Turmeric Powder 200g,2,59.08,118.16,88.79,29.37,New,Card
ORD002831,29-07-2024,D-Mart Mumbai Mulund,Mumbai,Maharashtra,Fashion,Kids Wear,Kids Frock,3,425.12,1275.36,900.27,375.09,New,UPI
ORD002832,29-11-2024,D-Mart Mumbai Borivali,Mumbai,Maharashtra,Fashion,Footwear,Women's Sandals,4,915.16,3660.64,2532.68,1127.96,Regular,Card
ORD002833,06-12-2024,D-Mart Pune Wakad,Pune,Maharashtra,Grocery,Tea & Coffee,Tata Tea Gold 1kg,1,478.92,478.92,390.39,88.53,New,Cash
ORD002834,13-10-2025,D-Mart Mumbai Andheri,Mumbai,Maharashtra,Household,Storage & Organizers,Plastic Storage Box 20L,1,586.02,586.02,412.62,173.4,New,UPI
ORD002835,23-06-2025,D-Mart Jaipur Vaishali Nagar,Jaipur,Rajasthan,Grocery,Spices,Everest Turmeric Powder 200g,6,57.28,343.68,270.29,73.39,Regular,Card
ORD002836,14-05-2025,D-Mart Delhi Lajpat Nagar,Delhi,Delhi,Grocery,Tea & Coffee,Nescafe Classic Coffee 200g,5,284.68,1423.4,1176.63,246.77,Regular,UPI
ORD002837,21-05-2025,D-Mart Ahmedabad Satellite,Ahmedabad,Gujarat,Household,Home Decor,Wall Clock,1,436.52,436.52,299.75,136.77,Regular,UPI
